author,chapter,sentence,title
Jane Austen,Chapter 10,"I assure you, that if Darcy were not such a great tall fellow, in comparison with myself, I should not pay him half so much deference.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"I declare I do not know a more awful object than Darcy, on particular occasions, and in particular places; at his own house especially, and of a Sunday evening, when he has nothing to do.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"Mr. Darcy smiled; but Elizabeth thought she could perceive that he was rather offended, and therefore checked her laugh.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"Miss Bingley warmly resented the indignity he had received, in an expostulation with her brother for talking such nonsense.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""I see your design, Bingley,"" said his friend.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""You dislike an argument, and want to silence this.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""Perhaps I do.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,Arguments are too much like disputes.,PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"If you and Miss Bennet will defer yours till I am out of the room, I shall be very thankful; and then you may say whatever you like of me.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""What you ask,"" said Elizabeth, ""is no sacrifice on my side; and Mr. Darcy had much better finish his letter.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"Mr. Darcy took her advice, and did finish his letter.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"When that business was over, he applied to Miss Bingley and Elizabeth for an indulgence of some music.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"Miss Bingley moved with some alacrity to the pianoforte; and, after a polite request that Elizabeth would lead the way which the other as politely and more earnestly negatived, she seated herself.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"Mrs. Hurst sang with her sister, and while they were thus employed, Elizabeth could not help observing, as she turned over some music-books that lay on the instrument, how frequently Mr. Darcy's eyes were fixed on her.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"She hardly knew how to suppose that she could be an object of admiration to so great a man; and yet that he should look at her because he disliked her, was still more strange.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"She could only imagine, however, at last that she drew his notice because there was something more wrong and reprehensible, according to his ideas of right, than in any other person present.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,The supposition did not pain her.,PRIDE AND PREJUDICE
Jane Austen,Chapter 10,She liked him too little to care for his approbation.,PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"After playing some Italian songs, Miss Bingley varied the charm by a lively Scotch air; and soon afterwards Mr. Darcy, drawing near Elizabeth, said to her: ""Do not you feel a great inclination, Miss Bennet, to seize such an opportunity of dancing a reel?""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"She smiled, but made no answer.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"He repeated the question, with some surprise at her silence.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""Oh!""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"said she, ""I heard you before, but I could not immediately determine what to say in reply.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"You wanted me, I know, to say 'Yes,' that you might have the pleasure of despising my taste; but I always delight in overthrowing those kind of schemes, and cheating a person of their premeditated contempt.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"I have, therefore, made up my mind to tell you, that I do not want to dance a reel at all--and now despise me if you dare.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""Indeed I do not dare.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"Elizabeth, having rather expected to affront him, was amazed at his gallantry; but there was a mixture of sweetness and archness in her manner which made it difficult for her to affront anybody; and Darcy had never been so bewitched by any woman as he was by her.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"He really believed, that were it not for the inferiority of her connections, he should be in some danger.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"Miss Bingley saw, or suspected enough to be jealous; and her great anxiety for the recovery of her dear friend Jane received some assistance from her desire of getting rid of Elizabeth.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"She often tried to provoke Darcy into disliking her guest, by talking of their supposed marriage, and planning his happiness in such an alliance.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""I hope,"" said she, as they were walking together in the shrubbery the next day, ""you will give your mother-in-law a few hints, when this desirable event takes place, as to the advantage of holding her tongue; and if you can compass it, do cure the younger girls of running after officers.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"And, if I may mention so delicate a subject, endeavour to check that little something, bordering on conceit and impertinence, which your lady possesses.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""Have you anything else to propose for my domestic felicity?""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""Oh!",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,yes.,PRIDE AND PREJUDICE
Jane Austen,Chapter 10,Do let the portraits of your uncle and aunt Phillips be placed in the gallery at Pemberley.,PRIDE AND PREJUDICE
Jane Austen,Chapter 10,Put them next to your great-uncle the judge.,PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"They are in the same profession, you know, only in different lines.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"As for your Elizabeth's picture, you must not have it taken, for what painter could do justice to those beautiful eyes?""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""It would not be easy, indeed, to catch their expression, but their colour and shape, and the eyelashes, so remarkably fine, might be copied.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,At that moment they were met from another walk by Mrs. Hurst and Elizabeth herself.,PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""I did not know that you intended to walk,"" said Miss Bingley, in some confusion, lest they had been overheard.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"""You used us abominably ill,"" answered Mrs. Hurst, ""running away without telling us that you were coming out.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"Then taking the disengaged arm of Mr. Darcy, she left Elizabeth to walk by herself.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,The path just admitted three.,PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"Mr. Darcy felt their rudeness, and immediately said: ""This walk is not wide enough for our party.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"We had better go into the avenue.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"But Elizabeth, who had not the least inclination to remain with them, laughingly answered: ""No, no; stay where you are.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"You are charmingly grouped, and appear to uncommon advantage.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,The picturesque would be spoilt by admitting a fourth.,PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"Good-bye.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,"She then ran gaily off, rejoicing as she rambled about, in the hope of being at home again in a day or two.",PRIDE AND PREJUDICE
Jane Austen,Chapter 10,Jane was already so much recovered as to intend leaving her room for a couple of hours that evening.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"When the ladies removed after dinner, Elizabeth ran up to her sister, and seeing her well guarded from cold, attended her into the drawing-room, where she was welcomed by her two friends with many professions of pleasure; and Elizabeth had never seen them so agreeable as they were during the hour which passed before the gentlemen appeared.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,Their powers of conversation were considerable.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"They could describe an entertainment with accuracy, relate an anecdote with humour, and laugh at their acquaintance with spirit.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"But when the gentlemen entered, Jane was no longer the first object; Miss Bingley's eyes were instantly turned toward Darcy, and she had something to say to him before he had advanced many steps.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"He addressed himself to Miss Bennet, with a polite congratulation; Mr. Hurst also made her a slight bow, and said he was ""very glad;"" but diffuseness and warmth remained for Bingley's salutation.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,He was full of joy and attention.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"The first half-hour was spent in piling up the fire, lest she should suffer from the change of room; and she removed at his desire to the other side of the fireplace, that she might be further from the door.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"He then sat down by her, and talked scarcely to anyone else.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Elizabeth, at work in the opposite corner, saw it all with great delight.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"When tea was over, Mr. Hurst reminded his sister-in-law of the card-table--but in vain.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,She had obtained private intelligence that Mr. Darcy did not wish for cards; and Mr. Hurst soon found even his open petition rejected.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"She assured him that no one intended to play, and the silence of the whole party on the subject seemed to justify her.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Mr. Hurst had therefore nothing to do, but to stretch himself on one of the sofas and go to sleep.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Darcy took up a book; Miss Bingley did the same; and Mrs. Hurst, principally occupied in playing with her bracelets and rings, joined now and then in her brother's conversation with Miss Bennet.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Miss Bingley's attention was quite as much engaged in watching Mr. Darcy's progress through _his_ book, as in reading her own; and she was perpetually either making some inquiry, or looking at his page.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"She could not win him, however, to any conversation; he merely answered her question, and read on.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"At length, quite exhausted by the attempt to be amused with her own book, which she had only chosen because it was the second volume of his, she gave a great yawn and said, ""How pleasant it is to spend an evening in this way!",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,I declare after all there is no enjoyment like reading!,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,How much sooner one tires of anything than of a book!,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"When I have a house of my own, I shall be miserable if I have not an excellent library.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,No one made any reply.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"She then yawned again, threw aside her book, and cast her eyes round the room in quest for some amusement; when hearing her brother mentioning a ball to Miss Bennet, she turned suddenly towards him and said: ""By the bye, Charles, are you really serious in meditating a dance at Netherfield?",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"I would advise you, before you determine on it, to consult the wishes of the present party; I am much mistaken if there are not some among us to whom a ball would be rather a punishment than a pleasure.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""If you mean Darcy,"" cried her brother, ""he may go to bed, if he chooses, before it begins--but as for the ball, it is quite a settled thing; and as soon as Nicholls has made white soup enough, I shall send round my cards.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""I should like balls infinitely better,"" she replied, ""if they were carried on in a different manner; but there is something insufferably tedious in the usual process of such a meeting.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"It would surely be much more rational if conversation instead of dancing were made the order of the day.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Much more rational, my dear Caroline, I dare say, but it would not be near so much like a ball.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Miss Bingley made no answer, and soon afterwards she got up and walked about the room.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Her figure was elegant, and she walked well; but Darcy, at whom it was all aimed, was still inflexibly studious.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"In the desperation of her feelings, she resolved on one effort more, and, turning to Elizabeth, said: ""Miss Eliza Bennet, let me persuade you to follow my example, and take a turn about the room.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"I assure you it is very refreshing after sitting so long in one attitude.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Elizabeth was surprised, but agreed to it immediately.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,Miss Bingley succeeded no less in the real object of her civility; Mr. Darcy looked up.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"He was as much awake to the novelty of attention in that quarter as Elizabeth herself could be, and unconsciously closed his book.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"He was directly invited to join their party, but he declined it, observing that he could imagine but two motives for their choosing to walk up and down the room together, with either of which motives his joining them would interfere.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""What could he mean?",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"She was dying to know what could be his meaning?""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,--and asked Elizabeth whether she could at all understand him?,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Not at all,"" was her answer; ""but depend upon it, he means to be severe on us, and our surest way of disappointing him will be to ask nothing about it.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Miss Bingley, however, was incapable of disappointing Mr. Darcy in anything, and persevered therefore in requiring an explanation of his two motives.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""I have not the smallest objection to explaining them,"" said he, as soon as she allowed him to speak.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""You either choose this method of passing the evening because you are in each other's confidence, and have secret affairs to discuss, or because you are conscious that your figures appear to the greatest advantage in walking; if the first, I would be completely in your way, and if the second, I can admire you much better as I sit by the fire.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Oh!",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"shocking!""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,cried Miss Bingley.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""I never heard anything so abominable.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"How shall we punish him for such a speech?""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Nothing so easy, if you have but the inclination,"" said Elizabeth.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""We can all plague and punish one another.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,Tease him--laugh at him.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Intimate as you are, you must know how it is to be done.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""But upon my honour, I do _not_.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,I do assure you that my intimacy has not yet taught me _that_.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,Tease calmness of manner and presence of mind!,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"No, no; I feel he may defy us there.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"And as to laughter, we will not expose ourselves, if you please, by attempting to laugh without a subject.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Mr. Darcy may hug himself.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Mr. Darcy is not to be laughed at!""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,cried Elizabeth.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""That is an uncommon advantage, and uncommon I hope it will continue, for it would be a great loss to _me_ to have many such acquaintances.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"I dearly love a laugh.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Miss Bingley,"" said he, ""has given me more credit than can be.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"The wisest and the best of men--nay, the wisest and best of their actions--may be rendered ridiculous by a person whose first object in life is a joke.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Certainly,"" replied Elizabeth--""there are such people, but I hope I am not one of _them_.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,I hope I never ridicule what is wise and good.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Follies and nonsense, whims and inconsistencies, _do_ divert me, I own, and I laugh at them whenever I can.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"But these, I suppose, are precisely what you are without.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Perhaps that is not possible for anyone.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"But it has been the study of my life to avoid those weaknesses which often expose a strong understanding to ridicule.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Such as vanity and pride.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Yes, vanity is a weakness indeed.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"But pride--where there is a real superiority of mind, pride will be always under good regulation.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,Elizabeth turned away to hide a smile.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Your examination of Mr. Darcy is over, I presume,"" said Miss Bingley; ""and pray what is the result?""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""I am perfectly convinced by it that Mr. Darcy has no defect.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"He owns it himself without disguise.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""No,"" said Darcy, ""I have made no such pretension.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"I have faults enough, but they are not, I hope, of understanding.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,My temper I dare not vouch for.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"It is, I believe, too little yielding--certainly too little for the convenience of the world.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"I cannot forget the follies and vices of others so soon as I ought, nor their offenses against myself.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,My feelings are not puffed about with every attempt to move them.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,My temper would perhaps be called resentful.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"My good opinion once lost, is lost forever.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""_That_ is a failing indeed!""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,cried Elizabeth.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Implacable resentment _is_ a shade in a character.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,But you have chosen your fault well.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,I really cannot _laugh_ at it.,PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"You are safe from me.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""There is, I believe, in every disposition a tendency to some particular evil--a natural defect, which not even the best education can overcome.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""And _your_ defect is to hate everybody.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""And yours,"" he replied with a smile, ""is willfully to misunderstand them.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Do let us have a little music,"" cried Miss Bingley, tired of a conversation in which she had no share.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"""Louisa, you will not mind my waking Mr.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Hurst?""",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,"Her sister had not the smallest objection, and the pianoforte was opened; and Darcy, after a few moments' recollection, was not sorry for it.",PRIDE AND PREJUDICE
Jane Austen,Chapter 11,He began to feel the danger of paying Elizabeth too much attention.,PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"In consequence of an agreement between the sisters, Elizabeth wrote the next morning to their mother, to beg that the carriage might be sent for them in the course of the day.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"But Mrs. Bennet, who had calculated on her daughters remaining at Netherfield till the following Tuesday, which would exactly finish Jane's week, could not bring herself to receive them with pleasure before.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"Her answer, therefore, was not propitious, at least not to Elizabeth's wishes, for she was impatient to get home.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"Mrs. Bennet sent them word that they could not possibly have the carriage before Tuesday; and in her postscript it was added, that if Mr. Bingley and his sister pressed them to stay longer, she could spare them very well.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"Against staying longer, however, Elizabeth was positively resolved--nor did she much expect it would be asked; and fearful, on the contrary, as being considered as intruding themselves needlessly long, she urged Jane to borrow Mr. Bingley's carriage immediately, and at length it was settled that their original design of leaving Netherfield that morning should be mentioned, and the request made.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,The communication excited many professions of concern; and enough was said of wishing them to stay at least till the following day to work on Jane; and till the morrow their going was deferred.,PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"Miss Bingley was then sorry that she had proposed the delay, for her jealousy and dislike of one sister much exceeded her affection for the other.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"The master of the house heard with real sorrow that they were to go so soon, and repeatedly tried to persuade Miss Bennet that it would not be safe for her--that she was not enough recovered; but Jane was firm where she felt herself to be right.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,To Mr. Darcy it was welcome intelligence--Elizabeth had been at Netherfield long enough.,PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"She attracted him more than he liked--and Miss Bingley was uncivil to _her_, and more teasing than usual to himself.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"He wisely resolved to be particularly careful that no sign of admiration should _now_ escape him, nothing that could elevate her with the hope of influencing his felicity; sensible that if such an idea had been suggested, his behaviour during the last day must have material weight in confirming or crushing it.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"Steady to his purpose, he scarcely spoke ten words to her through the whole of Saturday, and though they were at one time left by themselves for half-an-hour, he adhered most conscientiously to his book, and would not even look at her.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"On Sunday, after morning service, the separation, so agreeable to almost all, took place.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"Miss Bingley's civility to Elizabeth increased at last very rapidly, as well as her affection for Jane; and when they parted, after assuring the latter of the pleasure it would always give her to see her either at Longbourn or Netherfield, and embracing her most tenderly, she even shook hands with the former.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,Elizabeth took leave of the whole party in the liveliest of spirits.,PRIDE AND PREJUDICE
Jane Austen,Chapter 12,They were not welcomed home very cordially by their mother.,PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"Mrs. Bennet wondered at their coming, and thought them very wrong to give so much trouble, and was sure Jane would have caught cold again.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"But their father, though very laconic in his expressions of pleasure, was really glad to see them; he had felt their importance in the family circle.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"The evening conversation, when they were all assembled, had lost much of its animation, and almost all its sense by the absence of Jane and Elizabeth.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"They found Mary, as usual, deep in the study of thorough-bass and human nature; and had some extracts to admire, and some new observations of threadbare morality to listen to.",PRIDE AND PREJUDICE
Jane Austen,Chapter 12,Catherine and Lydia had information for them of a different sort.,PRIDE AND PREJUDICE
Jane Austen,Chapter 12,"Much had been done and much had been said in the regiment since the preceding Wednesday; several of the officers had dined lately with their uncle, a private had been flogged, and it had actually been hinted that Colonel Forster was going to be married.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"""I hope, my dear,"" said Mr. Bennet to his wife, as they were at breakfast the next morning, ""that you have ordered a good dinner to-day, because I have reason to expect an addition to our family party.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"""Who do you mean, my dear?",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"I know of nobody that is coming, I am sure, unless Charlotte Lucas should happen to call in--and I hope _my_ dinners are good enough for her.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"I do not believe she often sees such at home.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"""The person of whom I speak is a gentleman, and a stranger.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,Mrs. Bennet's eyes sparkled.,PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"""A gentleman and a stranger!",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"It is Mr. Bingley, I am sure!",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"Well, I am sure I shall be extremely glad to see Mr. Bingley.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,But--good Lord!,PRIDE AND PREJUDICE
Jane Austen,Chapter 13,how unlucky!,PRIDE AND PREJUDICE
Jane Austen,Chapter 13,There is not a bit of fish to be got to-day.,PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"Lydia, my love, ring the bell--I must speak to Hill this moment.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"""It is _not_ Mr. Bingley,"" said her husband; ""it is a person whom I never saw in the whole course of my life.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,This roused a general astonishment; and he had the pleasure of being eagerly questioned by his wife and his five daughters at once.,PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"After amusing himself some time with their curiosity, he thus explained: ""About a month ago I received this letter; and about a fortnight ago I answered it, for I thought it a case of some delicacy, and requiring early attention.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"It is from my cousin, Mr. Collins, who, when I am dead, may turn you all out of this house as soon as he pleases.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"""Oh!",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"my dear,"" cried his wife, ""I cannot bear to hear that mentioned.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,Pray do not talk of that odious man.,PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"I do think it is the hardest thing in the world, that your estate should be entailed away from your own children; and I am sure, if I had been you, I should have tried long ago to do something or other about it.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,Jane and Elizabeth tried to explain to her the nature of an entail.,PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"They had often attempted to do it before, but it was a subject on which Mrs. Bennet was beyond the reach of reason, and she continued to rail bitterly against the cruelty of settling an estate away from a family of five daughters, in favour of a man whom nobody cared anything about.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"""It certainly is a most iniquitous affair,"" said Mr. Bennet, ""and nothing can clear Mr. Collins from the guilt of inheriting Longbourn.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"But if you will listen to his letter, you may perhaps be a little softened by his manner of expressing himself.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"""No, that I am sure I shall not; and I think it is very impertinent of him to write to you at all, and very hypocritical.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,I hate such false friends.,PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"Why could he not keep on quarreling with you, as his father did before him?""",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"""Why, indeed; he does seem to have had some filial scruples on that head, as you will hear.""",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"""Hunsford, near Westerham, Kent, 15th October.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"""Dear Sir,-- ""The disagreement subsisting between yourself and my late honoured father always gave me much uneasiness, and since I have had the misfortune to lose him, I have frequently wished to heal the breach; but for some time I was kept back by my own doubts, fearing lest it might seem disrespectful to his memory for me to be on good terms with anyone with whom it had always pleased him to be at variance.--'There, Mrs.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,Bennet.',PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"--My mind, however, is now made up on the subject, for having received ordination at Easter, I have been so fortunate as to be distinguished by the patronage of the Right Honourable Lady Catherine de Bourgh, widow of Sir Lewis de Bourgh, whose bounty and beneficence has preferred me to the valuable rectory of this parish, where it shall be my earnest endeavour to demean myself with grateful respect towards her ladyship, and be ever ready to perform those rites and ceremonies which are instituted by the Church of England.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"As a clergyman, moreover, I feel it my duty to promote and establish the blessing of peace in all families within the reach of my influence; and on these grounds I flatter myself that my present overtures are highly commendable, and that the circumstance of my being next in the entail of Longbourn estate will be kindly overlooked on your side, and not lead you to reject the offered olive-branch.",PRIDE AND PREJUDICE
Jane Austen,Chapter 13,"I cannot be otherwise than concerned at being the means of injuring your amiable daughters, and beg leave to apologise for it, as well as to assure you of my readiness to make them every possible amends--but of this hereafter.",PRIDE AND PREJUDICE
