author,chapter,sentence,title
James Matthew Barrie,Chapter 4 THE FLIGHT,"Of course the Neverland had been make-believe in those days, but it was real now, and there were no night-lights, and it was getting darker every moment, and where was Nana?",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"They had been flying apart, but they huddled close to Peter now.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"His careless manner had gone at last, his eyes were sparkling, and a tingle went through them every time they touched his body.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"They were now over the fearsome island, flying so low that sometimes a tree grazed their feet.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Nothing horrid was visible in the air, yet their progress had become slow and laboured, exactly as if they were pushing their way through hostile forces.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,Sometimes they hung in the air until Peter had beaten on it with his fists.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""They don't want us to land,"" he explained.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Who are they?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Wendy whispered, shuddering.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,But he could not or would not say.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Tinker Bell had been asleep on his shoulder, but now he wakened her and sent her on in front.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Sometimes he poised himself in the air, listening intently, with his hand to his ear, and again he would stare down with eyes so bright that they seemed to bore two holes to earth.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Having done these things, he went on again.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,His courage was almost appalling.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Would you like an adventure now,"" he said casually to John, ""or would you like to have your tea first?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Wendy said ""tea first"" quickly, and Michael pressed her hand in gratitude, but the braver John hesitated.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""What kind of adventure?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,he asked cautiously.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""There's a pirate asleep in the pampas just beneath us,"" Peter told him.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""If you like, we'll go down and kill him.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""I don't see him,"" John said after a long pause.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""I do.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Suppose,"" John said, a little huskily, ""he were to wake up.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,Peter spoke indignantly.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""You don't think I would kill him while he was sleeping!",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"I would wake him first, and then kill him.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"That's the way I always do.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""I say!",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Do you kill many?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Tons.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"John said ""How ripping,"" but decided to have tea first.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"He asked if there were many pirates on the island just now, and Peter said he had never known so many.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Who is captain now?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Hook,"" answered Peter, and his face became very stern as he said that hated word.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Jas.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Hook?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Ay.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Then indeed Michael began to cry, and even John could speak in gulps only, for they knew Hook's reputation.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""He was Blackbeard's bo'sun,"" John whispered huskily.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""He is the worst of them all.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"He is the only man of whom Barbecue was afraid.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""That's him,"" said Peter.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""What is he like?",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Is he big?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""He is not so big as he was.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""How do you mean?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""I cut off a bit of him.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""You!""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Yes, me,"" said Peter sharply.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""I wasn't meaning to be disrespectful.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Oh, all right.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""But, I say, what bit?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""His right hand.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Then he can't fight now?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Oh, can't he just!""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Left-hander?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""He has an iron hook instead of a right hand, and he claws with it.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Claws!""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""I say, John,"" said Peter.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Yes.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Say, 'Ay, ay, sir.'""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Ay, ay, sir.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""There is one thing,"" Peter continued, ""that every boy who serves under me has to promise, and so must you.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,John paled.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""It is this, if we meet Hook in open fight, you must leave him to me.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""I promise,"" John said loyally.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"For the moment they were feeling less eerie, because Tink was flying with them, and in her light they could distinguish each other.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Unfortunately she could not fly so slowly as they, and so she had to go round and round them in a circle in which they moved as in a halo.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Wendy quite liked it, until Peter pointed out the drawbacks.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""She tells me,"" he said, ""that the pirates sighted us before the darkness came, and got Long Tom out.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""The big gun?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Yes.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"And of course they must see her light, and if they guess we are near it they are sure to let fly.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Wendy!""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""John!""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Michael!""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Tell her to go away at once, Peter,"" the three cried simultaneously, but he refused.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""She thinks we have lost the way,"" he replied stiffly, ""and she is rather frightened.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"You don't think I would send her away all by herself when she is frightened!""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"For a moment the circle of light was broken, and something gave Peter a loving little pinch.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Then tell her,"" Wendy begged, ""to put out her light.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""She can't put it out.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,That is about the only thing fairies can't do.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"It just goes out of itself when she falls asleep, same as the stars.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Then tell her to sleep at once,"" John almost ordered.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""She can't sleep except when she's sleepy.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"It is the only other thing fairies can't do.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Seems to me,"" growled John, ""these are the only two things worth doing.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Here he got a pinch, but not a loving one.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""If only one of us had a pocket,"" Peter said, ""we could carry her in it.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"However, they had set off in such a hurry that there was not a pocket between the four of them.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,He had a happy idea.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,John's hat!,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,Tink agreed to travel by hat if it was carried in the hand.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"John carried it, though she had hoped to be carried by Peter.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Presently Wendy took the hat, because John said it struck against his knee as he flew; and this, as we shall see, led to mischief, for Tinker Bell hated to be under an obligation to Wendy.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"In the black topper the light was completely hidden, and they flew on in silence.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"It was the stillest silence they had ever known, broken once by a distant lapping, which Peter explained was the wild beasts drinking at the ford, and again by a rasping sound that might have been the branches of trees rubbing together, but he said it was the redskins sharpening their knives.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,Even these noises ceased.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,To Michael the loneliness was dreadful.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""If only something would make a sound!""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,he cried.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"As if in answer to his request, the air was rent by the most tremendous crash he had ever heard.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,The pirates had fired Long Tom at them.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"The roar of it echoed through the mountains, and the echoes seemed to cry savagely, ""Where are they, where are they, where are they?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,Thus sharply did the terrified three learn the difference between an island of make-believe and the same island come true.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"When at last the heavens were steady again, John and Michael found themselves alone in the darkness.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"John was treading the air mechanically, and Michael without knowing how to float was floating.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""Are you shot?""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,John whispered tremulously.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"""I haven't tried [myself out] yet,"" Michael whispered back.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,We know now that no one had been hit.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Peter, however, had been carried by the wind of the shot far out to sea, while Wendy was blown upwards with no companion but Tinker Bell.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,It would have been well for Wendy if at that moment she had dropped the hat.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"I don't know whether the idea came suddenly to Tink, or whether she had planned it on the way, but she at once popped out of the hat and began to lure Wendy to her destruction.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Tink was not all bad; or, rather, she was all bad just now, but, on the other hand, sometimes she was all good.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"Fairies have to be one thing or the other, because being so small they unfortunately have room for one feeling only at a time.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"They are, however, allowed to change, only it must be a complete change.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,At present she was full of jealousy of Wendy.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"What she said in her lovely tinkle Wendy could not of course understand, and I believe some of it was bad words, but it sounded kind, and she flew back and forward, plainly meaning ""Follow me, and all will be well.""",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,What else could poor Wendy do?,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"She called to Peter and John and Michael, and got only mocking echoes in reply.",PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,She did not yet know that Tink hated her with the fierce hatred of a very woman.,PETER PAN
James Matthew Barrie,Chapter 4 THE FLIGHT,"And so, bewildered, and now staggering in her flight, she followed Tink to her doom.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Feeling that Peter was on his way back, the Neverland had again woke into life.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"We ought to use the pluperfect and say wakened, but woke is better and was always used by Peter.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,In his absence things are usually quiet on the island.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"The fairies take an hour longer in the morning, the beasts attend to their young, the redskins feed heavily for six days and nights, and when pirates and lost boys meet they merely bite their thumbs at each other.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"But with the coming of Peter, who hates lethargy, they are under way again: if you put your ear to the ground now, you would hear the whole island seething with life.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,On this evening the chief forces of the island were disposed as follows.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"The lost boys were out looking for Peter, the pirates were out looking for the lost boys, the redskins were out looking for the pirates, and the beasts were out looking for the redskins.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"They were going round and round the island, but they did not meet because all were going at the same rate.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"All wanted blood except the boys, who liked it as a rule, but to-night were out to greet their captain.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"The boys on the island vary, of course, in numbers, according as they get killed and so on; and when they seem to be growing up, which is against the rules, Peter thins them out; but at this time there were six of them, counting the twins as two.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Let us pretend to lie here among the sugar-cane and watch them as they steal by in single file, each with his hand on his dagger.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"They are forbidden by Peter to look in the least like him, and they wear the skins of the bears slain by themselves, in which they are so round and furry that when they fall they roll.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,They have therefore become very sure-footed.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"The first to pass is Tootles, not the least brave but the most unfortunate of all that gallant band.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"He had been in fewer adventures than any of them, because the big things constantly happened just when he had stepped round the corner; all would be quiet, he would take the opportunity of going off to gather a few sticks for firewood, and then when he returned the others would be sweeping up the blood.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"This ill-luck had given a gentle melancholy to his countenance, but instead of souring his nature had sweetened it, so that he was quite the humblest of the boys.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Poor kind Tootles, there is danger in the air for you to-night.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Take care lest an adventure is now offered you, which, if accepted, will plunge you in deepest woe.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Tootles, the fairy Tink, who is bent on mischief this night is looking for a tool [for doing her mischief], and she thinks you are the most easily tricked of the boys.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,'Ware Tinker Bell.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Would that he could hear us, but we are not really on the island, and he passes by, biting his knuckles.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Next comes Nibs, the gay and debonair, followed by Slightly, who cuts whistles out of the trees and dances ecstatically to his own tunes.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,Slightly is the most conceited of the boys.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"He thinks he remembers the days before he was lost, with their manners and customs, and this has given his nose an offensive tilt.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Curly is fourth; he is a pickle, [a person who gets in pickles-predicaments] and so often has he had to deliver up his person when Peter said sternly, ""Stand forth the one who did this thing,"" that now at the command he stands forth automatically whether he has done it or not.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Last come the Twins, who cannot be described because we should be sure to be describing the wrong one.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Peter never quite knew what twins were, and his band were not allowed to know anything he did not know, so these two were always vague about themselves, and did their best to give satisfaction by keeping close together in an apologetic sort of way.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"The boys vanish in the gloom, and after a pause, but not a long pause, for things go briskly on the island, come the pirates on their track.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"We hear them before they are seen, and it is always the same dreadful song:      ""Avast belay, yo ho, heave to,      A-pirating we go,      And if we're parted by a shot      We're sure to meet below!""",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,A more villainous-looking lot never hung in a row on Execution dock.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Here, a little in advance, ever and again with his head to the ground listening, his great arms bare, pieces of eight in his ears as ornaments, is the handsome Italian Cecco, who cut his name in letters of blood on the back of the governor of the prison at Gao.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,That gigantic black behind him has had many names since he dropped the one with which dusky mothers still terrify their children on the banks of the Guadjo-mo.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Here is Bill Jukes, every inch of him tattooed, the same Bill Jukes who got six dozen on the WALRUS from Flint before he would drop the bag of moidores [Portuguese gold pieces]; and Cookson, said to be Black Murphy's brother (but this was never proved), and Gentleman Starkey, once an usher in a public school and still dainty in his ways of killing; and Skylights (Morgan's Skylights); and the Irish bo'sun Smee, an oddly genial man who stabbed, so to speak, without offence, and was the only Non-conformist in Hook's crew; and Noodler, whose hands were fixed on backwards; and Robt.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,Mullins and Alf Mason and many another ruffian long known and feared on the Spanish Main.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"In the midst of them, the blackest and largest in that dark setting, reclined James Hook, or as he wrote himself, Jas.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Hook, of whom it is said he was the only man that the Sea-Cook feared.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"He lay at his ease in a rough chariot drawn and propelled by his men, and instead of a right hand he had the iron hook with which ever and anon he encouraged them to increase their pace.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"As dogs this terrible man treated and addressed them, and as dogs they obeyed him.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"In person he was cadaverous [dead looking] and blackavized [dark faced], and his hair was dressed in long curls, which at a little distance looked like black candles, and gave a singularly threatening expression to his handsome countenance.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"His eyes were of the blue of the forget-me-not, and of a profound melancholy, save when he was plunging his hook into you, at which time two red spots appeared in them and lit them up horribly.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"In manner, something of the grand seigneur still clung to him, so that he even ripped you up with an air, and I have been told that he was a RACONTEUR [storyteller] of repute.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"He was never more sinister than when he was most polite, which is probably the truest test of breeding; and the elegance of his diction, even when he was swearing, no less than the distinction of his demeanour, showed him one of a different cast from his crew.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"A man of indomitable courage, it was said that the only thing he shied at was the sight of his own blood, which was thick and of an unusual colour.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"In dress he somewhat aped the attire associated with the name of Charles II, having heard it said in some earlier period of his career that he bore a strange resemblance to the ill-fated Stuarts; and in his mouth he had a holder of his own contrivance which enabled him to smoke two cigars at once.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,But undoubtedly the grimmest part of him was his iron claw.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Let us now kill a pirate, to show Hook's method.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,Skylights will do.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"As they pass, Skylights lurches clumsily against him, ruffling his lace collar; the hook shoots forth, there is a tearing sound and one screech, then the body is kicked aside, and the pirates pass on.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,He has not even taken the cigars from his mouth.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,Such is the terrible man against whom Peter Pan is pitted.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,Which will win?,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"On the trail of the pirates, stealing noiselessly down the war-path, which is not visible to inexperienced eyes, come the redskins, every one of them with his eyes peeled.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"They carry tomahawks and knives, and their naked bodies gleam with paint and oil.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Strung around them are scalps, of boys as well as of pirates, for these are the Piccaninny tribe, and not to be confused with the softer-hearted Delawares or the Hurons.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"In the van, on all fours, is Great Big Little Panther, a brave of so many scalps that in his present position they somewhat impede his progress.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Bringing up the rear, the place of greatest danger, comes Tiger Lily, proudly erect, a princess in her own right.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"She is the most beautiful of dusky Dianas [Diana = goddess of the woods] and the belle of the Piccaninnies, coquettish [flirting], cold and amorous [loving] by turns; there is not a brave who would not have the wayward thing to wife, but she staves off the altar with a hatchet.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,Observe how they pass over fallen twigs without making the slightest noise.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,The only sound to be heard is their somewhat heavy breathing.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"The fact is that they are all a little fat just now after the heavy gorging, but in time they will work this off.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"For the moment, however, it constitutes their chief danger.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"The redskins disappear as they have come like shadows, and soon their place is taken by the beasts, a great and motley procession: lions, tigers, bears, and the innumerable smaller savage things that flee from them, for every kind of beast, and, more particularly, all the man-eaters, live cheek by jowl on the favoured island.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"Their tongues are hanging out, they are hungry to-night.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"When they have passed, comes the last figure of all, a gigantic crocodile.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,We shall see for whom she is looking presently.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"The crocodile passes, but soon the boys appear again, for the procession must continue indefinitely until one of the parties stops or changes its pace.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,Then quickly they will be on top of each other.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"All are keeping a sharp look-out in front, but none suspects that the danger may be creeping up from behind.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,This shows how real the island was.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,The first to fall out of the moving circle was the boys.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"They flung themselves down on the sward [turf], close to their underground home.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"""I do wish Peter would come back,"" every one of them said nervously, though in height and still more in breadth they were all larger than their captain.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"""I am the only one who is not afraid of the pirates,"" Slightly said, in the tone that prevented his being a general favourite; but perhaps some distant sound disturbed him, for he added hastily, ""but I wish he would come back, and tell us whether he has heard anything more about Cinderella.""",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"They talked of Cinderella, and Tootles was confident that his mother must have been very like her.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"It was only in Peter's absence that they could speak of mothers, the subject being forbidden by him as silly.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"""All I remember about my mother,"" Nibs told them, ""is that she often said to my father, 'Oh, how I wish I had a cheque-book of my own!'",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"I don't know what a cheque-book is, but I should just love to give my mother one.""",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,While they talked they heard a distant sound.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"You or I, not being wild things of the woods, would have heard nothing, but they heard it, and it was the grim song:      ""Yo ho, yo ho, the pirate life,      The flag o' skull and bones,      A merry hour, a hempen rope,      And hey for Davy Jones.""",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,At once the lost boys--but where are they?,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,They are no longer there.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,Rabbits could not have disappeared more quickly.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,I will tell you where they are.,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"With the exception of Nibs, who has darted away to reconnoitre [look around], they are already in their home under the ground, a very delightful residence of which we shall see a good deal presently.",PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,But how have they reached it?,PETER PAN
James Matthew Barrie,Chapter 5 THE ISLAND COME TRUE,"for there is no entrance to be seen, not so much as a large stone, which if rolled away, would disclose the mouth of a cave.",PETER PAN
