author,chapter,sentence,title
Herman Melville,CHAPTER 18. His Mark.,"""Why,"" said I, ""he's a member of the first Congregational Church.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Here be it said, that many tattooed savages sailing in Nantucket ships at last come to be converted into the churches.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""First Congregational Church,"" cried Bildad, ""what!",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"that worships in Deacon Deuteronomy Coleman's meeting-house?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"and so saying, taking out his spectacles, he rubbed them with his great yellow bandana handkerchief, and putting them on very carefully, came out of the wigwam, and leaning stiffly over the bulwarks, took a good long look at Queequeg.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""How long hath he been a member?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"he then said, turning to me; ""not very long, I rather guess, young man.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""No,"" said Peleg, ""and he hasn't been baptized right either, or it would have washed some of that devil's blue off his face.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""Do tell, now,"" cried Bildad, ""is this Philistine a regular member of Deacon Deuteronomy's meeting?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"I never saw him going there, and I pass it every Lord's day.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""I don't know anything about Deacon Deuteronomy or his meeting,"" said I; ""all I know is, that Queequeg here is a born member of the First Congregational Church.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"He is a deacon himself, Queequeg is.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""Young man,"" said Bildad sternly, ""thou art skylarking with me--explain thyself, thou young Hittite.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,What church dost thee mean?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"answer me.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Finding myself thus hard pushed, I replied.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""I mean, sir, the same ancient Catholic Church to which you and I, and Captain Peleg there, and Queequeg here, and all of us, and every mother's son and soul of us belong; the great and everlasting First Congregation of this whole worshipping world; we all belong to that; only some of us cherish some queer crotchets no ways touching the grand belief; in THAT we all join hands.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""Splice, thou mean'st SPLICE hands,"" cried Peleg, drawing nearer.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""Young man, you'd better ship for a missionary, instead of a fore-mast hand; I never heard a better sermon.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Deacon Deuteronomy--why Father Mapple himself couldn't beat it, and he's reckoned something.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Come aboard, come aboard; never mind about the papers.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"I say, tell Quohog there--what's that you call him?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,tell Quohog to step along.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"By the great anchor, what a harpoon he's got there!",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,looks like good stuff that; and he handles it about right.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"I say, Quohog, or whatever your name is, did you ever stand in the head of a whale-boat?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"did you ever strike a fish?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Without saying a word, Queequeg, in his wild sort of way, jumped upon the bulwarks, from thence into the bows of one of the whale-boats hanging to the side; and then bracing his left knee, and poising his harpoon, cried out in some such way as this:-- ""Cap'ain, you see him small drop tar on water dere?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,You see him?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"well, spose him one whale eye, well, den!""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"and taking sharp aim at it, he darted the iron right over old Bildad's broad brim, clean across the ship's decks, and struck the glistening tar spot out of sight.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""Now,"" said Queequeg, quietly hauling in the line, ""spos-ee him whale-e eye; why, dad whale dead.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""Quick, Bildad,"" said Peleg, his partner, who, aghast at the close vicinity of the flying harpoon, had retreated towards the cabin gangway.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""Quick, I say, you Bildad, and get the ship's papers.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"We must have Hedgehog there, I mean Quohog, in one of our boats.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Look ye, Quohog, we'll give ye the ninetieth lay, and that's more than ever was given a harpooneer yet out of Nantucket.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"So down we went into the cabin, and to my great joy Queequeg was soon enrolled among the same ship's company to which I myself belonged.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"When all preliminaries were over and Peleg had got everything ready for signing, he turned to me and said, ""I guess, Quohog there don't know how to write, does he?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"I say, Quohog, blast ye!",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"dost thou sign thy name or make thy mark?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"But at this question, Queequeg, who had twice or thrice before taken part in similar ceremonies, looked no ways abashed; but taking the offered pen, copied upon the paper, in the proper place, an exact counterpart of a queer round figure which was tattooed upon his arm; so that through Captain Peleg's obstinate mistake touching his appellative, it stood something like this:-- Quohog.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,his X mark.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Meanwhile Captain Bildad sat earnestly and steadfastly eyeing Queequeg, and at last rising solemnly and fumbling in the huge pockets of his broad-skirted drab coat, took out a bundle of tracts, and selecting one entitled ""The Latter Day Coming; or No Time to Lose,"" placed it in Queequeg's hands, and then grasping them and the book with both his, looked earnestly into his eyes, and said, ""Son of darkness, I must do my duty by thee; I am part owner of this ship, and feel concerned for the souls of all its crew; if thou still clingest to thy Pagan ways, which I sadly fear, I beseech thee, remain not for aye a Belial bondsman.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Spurn the idol Bell, and the hideous dragon; turn from the wrath to come; mind thine eye, I say; oh!",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,goodness gracious!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"steer clear of the fiery pit!""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Something of the salt sea yet lingered in old Bildad's language, heterogeneously mixed with Scriptural and domestic phrases.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""Avast there, avast there, Bildad, avast now spoiling our harpooneer,"" cried Peleg.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""Pious harpooneers never make good voyagers--it takes the shark out of 'em; no harpooneer is worth a straw who aint pretty sharkish.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"There was young Nat Swaine, once the bravest boat-header out of all Nantucket and the Vineyard; he joined the meeting, and never came to good.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"He got so frightened about his plaguy soul, that he shrinked and sheered away from whales, for fear of after-claps, in case he got stove and went to Davy Jones.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""Peleg!",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Peleg!""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"said Bildad, lifting his eyes and hands, ""thou thyself, as I myself, hast seen many a perilous time; thou knowest, Peleg, what it is to have the fear of death; how, then, can'st thou prate in this ungodly guise.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Thou beliest thine own heart, Peleg.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Tell me, when this same Pequod here had her three masts overboard in that typhoon on Japan, that same voyage when thou went mate with Captain Ahab, did'st thou not think of Death and the Judgment then?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"""Hear him, hear him now,"" cried Peleg, marching across the cabin, and thrusting his hands far down into his pockets,--""hear him, all of ye.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,Think of that!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,When every moment we thought the ship would sink!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,Death and the Judgment then?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,What?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"With all three masts making such an everlasting thundering against the side; and every sea breaking over us, fore and aft.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,Think of Death and the Judgment then?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,No!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,no time to think about Death then.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Life was what Captain Ahab and I was thinking of; and how to save all hands--how to rig jury-masts--how to get into the nearest port; that was what I was thinking of.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Bildad said no more, but buttoning up his coat, stalked on deck, where we followed him.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"There he stood, very quietly overlooking some sailmakers who were mending a top-sail in the waist.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 18. His Mark.,"Now and then he stooped to pick up a patch, or save an end of tarred twine, which otherwise might have been wasted.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Shipmates, have ye shipped in that ship?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"Queequeg and I had just left the Pequod, and were sauntering away from the water, for the moment each occupied with his own thoughts, when the above words were put to us by a stranger, who, pausing before us, levelled his massive forefinger at the vessel in question.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,He was but shabbily apparelled in faded jacket and patched trowsers; a rag of a black handkerchief investing his neck.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"A confluent small-pox had in all directions flowed over his face, and left it like the complicated ribbed bed of a torrent, when the rushing waters have been dried up.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Have ye shipped in her?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,he repeated.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""You mean the ship Pequod, I suppose,"" said I, trying to gain a little more time for an uninterrupted look at him.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Aye, the Pequod--that ship there,"" he said, drawing back his whole arm, and then rapidly shoving it straight out from him, with the fixed bayonet of his pointed finger darted full at the object.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Yes,"" said I, ""we have just signed the articles.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Anything down there about your souls?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""About what?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Oh, perhaps you hav'n't got any,"" he said quickly.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""No matter though, I know many chaps that hav'n't got any,--good luck to 'em; and they are all the better off for it.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"A soul's a sort of a fifth wheel to a wagon.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""What are you jabbering about, shipmate?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,said I.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""HE'S got enough, though, to make up for all deficiencies of that sort in other chaps,"" abruptly said the stranger, placing a nervous emphasis upon the word HE.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Queequeg,"" said I, ""let's go; this fellow has broken loose from somewhere; he's talking about something and somebody we don't know.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Stop!""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,cried the stranger.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Ye said true--ye hav'n't seen Old Thunder yet, have ye?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Who's Old Thunder?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"said I, again riveted with the insane earnestness of his manner.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Captain Ahab.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""What!",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"the captain of our ship, the Pequod?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Aye, among some of us old sailor chaps, he goes by that name.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"Ye hav'n't seen him yet, have ye?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""No, we hav'n't.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"He's sick they say, but is getting better, and will be all right again before long.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""All right again before long!""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"laughed the stranger, with a solemnly derisive sort of laugh.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Look ye; when Captain Ahab is all right, then this left arm of mine will be all right; not before.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""What do you know about him?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""What did they TELL you about him?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"Say that!""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""They didn't tell much of anything about him; only I've heard that he's a good whale-hunter, and a good captain to his crew.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""That's true, that's true--yes, both true enough.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,But you must jump when he gives an order.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,Step and growl; growl and go--that's the word with Captain Ahab.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"But nothing about that thing that happened to him off Cape Horn, long ago, when he lay like dead for three days and nights; nothing about that deadly skrimmage with the Spaniard afore the altar in Santa?--heard nothing about that, eh?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,Nothing about the silver calabash he spat into?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"And nothing about his losing his leg last voyage, according to the prophecy.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"Didn't ye hear a word about them matters and something more, eh?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"No, I don't think ye did; how could ye?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,Who knows it?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"Not all Nantucket, I guess.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"But hows'ever, mayhap, ye've heard tell about the leg, and how he lost it; aye, ye have heard of that, I dare say.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"Oh yes, THAT every one knows a'most--I mean they know he's only one leg; and that a parmacetti took the other off.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""My friend,"" said I, ""what all this gibberish of yours is about, I don't know, and I don't much care; for it seems to me that you must be a little damaged in the head.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"But if you are speaking of Captain Ahab, of that ship there, the Pequod, then let me tell you, that I know all about the loss of his leg.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""ALL about it, eh--sure you do?--all?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Pretty sure.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"With finger pointed and eye levelled at the Pequod, the beggar-like stranger stood a moment, as if in a troubled reverie; then starting a little, turned and said:--""Ye've shipped, have ye?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,Names down on the papers?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"Well, well, what's signed, is signed; and what's to be, will be; and then again, perhaps it won't be, after all.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"Anyhow, it's all fixed and arranged a'ready; and some sailors or other must go with him, I suppose; as well these as any other men, God pity 'em!",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"Morning to ye, shipmates, morning; the ineffable heavens bless ye; I'm sorry I stopped ye.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Look here, friend,"" said I, ""if you have anything important to tell us, out with it; but if you are only trying to bamboozle us, you are mistaken in your game; that's all I have to say.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""And it's said very well, and I like to hear a chap talk up that way; you are just the man for him--the likes of ye.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"Morning to ye, shipmates, morning!",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,Oh!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"when ye get there, tell 'em I've concluded not to make one of 'em.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Ah, my dear fellow, you can't fool us that way--you can't fool us.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"It is the easiest thing in the world for a man to look as if he had a great secret in him.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Morning to ye, shipmates, morning.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Morning it is,"" said I.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Come along, Queequeg, let's leave this crazy man.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"But stop, tell me your name, will you?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"""Elijah.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,Elijah!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"thought I, and we walked away, both commenting, after each other's fashion, upon this ragged old sailor; and agreed that he was nothing but a humbug, trying to be a bugbear.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"But we had not gone perhaps above a hundred yards, when chancing to turn a corner, and looking back as I did so, who should be seen but Elijah following us, though at a distance.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"Somehow, the sight of him struck me so, that I said nothing to Queequeg of his being behind, but passed on with my comrade, anxious to see whether the stranger would turn the same corner that we did.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"He did; and then it seemed to me that he was dogging us, but with what intent I could not for the life of me imagine.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"This circumstance, coupled with his ambiguous, half-hinting, half-revealing, shrouded sort of talk, now begat in me all kinds of vague wonderments and half-apprehensions, and all connected with the Pequod; and Captain Ahab; and the leg he had lost; and the Cape Horn fit; and the silver calabash; and what Captain Peleg had said of him, when I left the ship the day previous; and the prediction of the squaw Tistig; and the voyage we had bound ourselves to sail; and a hundred other shadowy things.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"I was resolved to satisfy myself whether this ragged Elijah was really dogging us or not, and with that intent crossed the way with Queequeg, and on that side of it retraced our steps.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"But Elijah passed on, without seeming to notice us.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 19. The Prophet.,"This relieved me; and once more, and finally as it seemed to me, I pronounced him in my heart, a humbug.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"A day or two passed, and there was great activity aboard the Pequod.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"Not only were the old sails being mended, but new sails were coming on board, and bolts of canvas, and coils of rigging; in short, everything betokened that the ship's preparations were hurrying to a close.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"Captain Peleg seldom or never went ashore, but sat in his wigwam keeping a sharp look-out upon the hands: Bildad did all the purchasing and providing at the stores; and the men employed in the hold and on the rigging were working till long after night-fall.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"On the day following Queequeg's signing the articles, word was given at all the inns where the ship's company were stopping, that their chests must be on board before night, for there was no telling how soon the vessel might be sailing.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"So Queequeg and I got down our traps, resolving, however, to sleep ashore till the last.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"But it seems they always give very long notice in these cases, and the ship did not sail for several days.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"But no wonder; there was a good deal to be done, and there is no telling how many things to be thought of, before the Pequod was fully equipped.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"Every one knows what a multitude of things--beds, sauce-pans, knives and forks, shovels and tongs, napkins, nut-crackers, and what not, are indispensable to the business of housekeeping.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"Just so with whaling, which necessitates a three-years' housekeeping upon the wide ocean, far from all grocers, costermongers, doctors, bakers, and bankers.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"And though this also holds true of merchant vessels, yet not by any means to the same extent as with whalemen.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"For besides the great length of the whaling voyage, the numerous articles peculiar to the prosecution of the fishery, and the impossibility of replacing them at the remote harbors usually frequented, it must be remembered, that of all ships, whaling vessels are the most exposed to accidents of all kinds, and especially to the destruction and loss of the very things upon which the success of the voyage most depends.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"Hence, the spare boats, spare spars, and spare lines and harpoons, and spare everythings, almost, but a spare Captain and duplicate ship.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"At the period of our arrival at the Island, the heaviest storage of the Pequod had been almost completed; comprising her beef, bread, water, fuel, and iron hoops and staves.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"But, as before hinted, for some time there was a continual fetching and carrying on board of divers odds and ends of things, both large and small.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"Chief among those who did this fetching and carrying was Captain Bildad's sister, a lean old lady of a most determined and indefatigable spirit, but withal very kindhearted, who seemed resolved that, if SHE could help it, nothing should be found wanting in the Pequod, after once fairly getting to sea.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"At one time she would come on board with a jar of pickles for the steward's pantry; another time with a bunch of quills for the chief mate's desk, where he kept his log; a third time with a roll of flannel for the small of some one's rheumatic back.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"Never did any woman better deserve her name, which was Charity--Aunt Charity, as everybody called her.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"And like a sister of charity did this charitable Aunt Charity bustle about hither and thither, ready to turn her hand and heart to anything that promised to yield safety, comfort, and consolation to all on board a ship in which her beloved brother Bildad was concerned, and in which she herself owned a score or two of well-saved dollars.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"But it was startling to see this excellent hearted Quakeress coming on board, as she did the last day, with a long oil-ladle in one hand, and a still longer whaling lance in the other.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,Nor was Bildad himself nor Captain Peleg at all backward.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"As for Bildad, he carried about with him a long list of the articles needed, and at every fresh arrival, down went his mark opposite that article upon the paper.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"Every once in a while Peleg came hobbling out of his whalebone den, roaring at the men down the hatchways, roaring up to the riggers at the mast-head, and then concluded by roaring back into his wigwam.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"During these days of preparation, Queequeg and I often visited the craft, and as often I asked about Captain Ahab, and how he was, and when he was going to come on board his ship.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"To these questions they would answer, that he was getting better and better, and was expected aboard every day; meantime, the two captains, Peleg and Bildad, could attend to everything necessary to fit the vessel for the voyage.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"If I had been downright honest with myself, I would have seen very plainly in my heart that I did but half fancy being committed this way to so long a voyage, without once laying my eyes on the man who was to be the absolute dictator of it, so soon as the ship sailed out upon the open sea.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"But when a man suspects any wrong, it sometimes happens that if he be already involved in the matter, he insensibly strives to cover up his suspicions even from himself.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,And much this way it was with me.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"I said nothing, and tried to think nothing.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,At last it was given out that some time next day the ship would certainly sail.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 20. All Astir.,"So next morning, Queequeg and I took a very early start.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 21. Going Aboard.,"It was nearly six o'clock, but only grey imperfect misty dawn, when we drew nigh the wharf.",MOBY DICK; OR THE WHALE
