chapter,sentence,title
Chapter 21. The Island of Tiboulen,"He listened for any sound that might be audible, and every time that he rose to the top of a wave he scanned the horizon, and strove to penetrate the darkness.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He fancied that every wave behind him was a pursuing boat, and he redoubled his exertions, increasing rapidly his distance from the château, but exhausting his strength.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He swam on still, and already the terrible château had disappeared in the darkness.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He could not see it, but he felt its presence.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"An hour passed, during which Dantès, excited by the feeling of freedom, continued to cleave the waves.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“Let us see,” said he, “I have swum above an hour, but as the wind is against me, that has retarded my speed; however, if I am not mistaken, I must be close to Tiboulen.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,But what if I were mistaken?” A shudder passed over him.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He sought to tread water, in order to rest himself; but the sea was too violent, and he felt that he could not make use of this means of recuperation.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“Well,” said he, “I will swim on until I am worn out, or the cramp seizes me, and then I shall sink;” and he struck out with the energy of despair.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Suddenly the sky seemed to him to become still darker and more dense, and heavy clouds seemed to sweep down towards him; at the same time he felt a sharp pain in his knee.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He fancied for a moment that he had been shot, and listened for the report; but he heard nothing.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Then he put out his hand, and encountered an obstacle and with another stroke knew that he had gained the shore.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Before him rose a grotesque mass of rocks, that resembled nothing so much as a vast fire petrified at the moment of its most fervent combustion.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,It was the Island of Tiboulen.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Dantès rose, advanced a few steps, and, with a fervent prayer of gratitude, stretched himself on the granite, which seemed to him softer than down.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Then, in spite of the wind and rain, he fell into the deep, sweet sleep of utter exhaustion.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,At the expiration of an hour Edmond was awakened by the roar of thunder.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"The tempest was let loose and beating the atmosphere with its mighty wings; from time to time a flash of lightning stretched across the heavens like a fiery serpent, lighting up the clouds that rolled on in vast chaotic waves.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Dantès had not been deceived—he had reached the first of the two islands, which was, in fact, Tiboulen.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He knew that it was barren and without shelter; but when the sea became more calm, he resolved to plunge into its waves again, and swim to Lemaire, equally arid, but larger, and consequently better adapted for concealment.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"An overhanging rock offered him a temporary shelter, and scarcely had he availed himself of it when the tempest burst forth in all its fury.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Edmond felt the trembling of the rock beneath which he lay; the waves, dashing themselves against it, wetted him with their spray.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He was safely sheltered, and yet he felt dizzy in the midst of the warring of the elements and the dazzling brightness of the lightning.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"It seemed to him that the island trembled to its base, and that it would, like a vessel at anchor, break moorings, and bear him off into the centre of the storm.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,He then recollected that he had not eaten or drunk for four-and-twenty hours.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He extended his hands, and drank greedily of the rainwater that had lodged in a hollow of the rock.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"As he rose, a flash of lightning, that seemed to rive the remotest heights of heaven, illumined the darkness.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"By its light, between the Island of Lemaire and Cape Croiselle, a quarter of a league distant, Dantès saw a fishing-boat driven rapidly like a spectre before the power of winds and waves.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"A second after, he saw it again, approaching with frightful rapidity.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Dantès cried at the top of his voice to warn them of their danger, but they saw it themselves.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Another flash showed him four men clinging to the shattered mast and the rigging, while a fifth clung to the broken rudder.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"The men he beheld saw him undoubtedly, for their cries were carried to his ears by the wind.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Above the splintered mast a sail rent to tatters was waving; suddenly the ropes that still held it gave way, and it disappeared in the darkness of the night like a vast sea-bird.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"At the same moment a violent crash was heard, and cries of distress.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Dantès from his rocky perch saw the shattered vessel, and among the fragments the floating forms of the hapless sailors.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,Then all was dark again.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Dantès ran down the rocks at the risk of being himself dashed to pieces; he listened, he groped about, but he heard and saw nothing—the cries had ceased, and the tempest continued to rage.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"By degrees the wind abated, vast gray clouds rolled towards the west, and the blue firmament appeared studded with bright stars.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Soon a red streak became visible in the horizon, the waves whitened, a light played over them, and gilded their foaming crests with gold.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,It was day.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Dantès stood mute and motionless before this majestic spectacle, as if he now beheld it for the first time; and indeed since his captivity in the Château d’If he had forgotten that such scenes were ever to be witnessed.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He turned towards the fortress, and looked at both sea and land.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,The gloomy building rose from the bosom of the ocean with imposing majesty and seemed to dominate the scene.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,It was about five o’clock.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,The sea continued to get calmer.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“In two or three hours,” thought Dantès, “the turnkey will enter my chamber, find the body of my poor friend, recognize it, seek for me in vain, and give the alarm.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Then the tunnel will be discovered; the men who cast me into the sea and who must have heard the cry I uttered, will be questioned.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,Then boats filled with armed soldiers will pursue the wretched fugitive.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,The cannon will warn everyone to refuse shelter to a man wandering about naked and famished.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"The police of Marseilles will be on the alert by land, whilst the governor pursues me by sea.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"I am cold, I am hungry.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,I have lost even the knife that saved me.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Oh, my God, I have suffered enough surely!",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Have pity on me, and do for me what I am unable to do for myself.” As Dantès (his eyes turned in the direction of the Château d’If) uttered this prayer, he saw off the farther point of the Island of Pomègue a small vessel with lateen sail skimming the sea like a gull in search of prey; and with his sailor’s eye he knew it to be a Genoese tartan.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"She was coming out of Marseilles harbor, and was standing out to sea rapidly, her sharp prow cleaving through the waves.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“Oh,” cried Edmond, “to think that in half an hour I could join her, did I not fear being questioned, detected, and conveyed back to Marseilles!",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,What can I do?,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,What story can I invent?,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"under pretext of trading along the coast, these men, who are in reality smugglers, will prefer selling me to doing a good action.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,I must wait.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,But I cannot—I am starving.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"In a few hours my strength will be utterly exhausted; besides, perhaps I have not been missed at the fortress.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,I can pass as one of the sailors wrecked last night.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"My story will be accepted, for there is no one left to contradict me.” As he spoke, Dantès looked toward the spot where the fishing-vessel had been wrecked, and started.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"The red cap of one of the sailors hung to a point of the rock and some timbers that had formed part of the vessel’s keel, floated at the foot of the crag.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,In an instant Dantès’ plan was formed.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He swam to the cap, placed it on his head, seized one of the timbers, and struck out so as to cut across the course the vessel was taking.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,“I am saved!” murmured he.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,And this conviction restored his strength.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He soon saw that the vessel, with the wind dead ahead, was tacking between the Château d’If and the tower of Planier.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"For an instant he feared lest, instead of keeping in shore, she should stand out to sea; but he soon saw that she would pass, like most vessels bound for Italy, between the islands of Jaros and Calaseraigne.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"However, the vessel and the swimmer insensibly neared one another, and in one of its tacks the tartan bore down within a quarter of a mile of him.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He rose on the waves, making signs of distress; but no one on board saw him, and the vessel stood on another tack.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Dantès would have shouted, but he knew that the wind would drown his voice.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"It was then he rejoiced at his precaution in taking the timber, for without it he would have been unable, perhaps, to reach the vessel—certainly to return to shore, should he be unsuccessful in attracting attention.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Dantès, though almost sure as to what course the vessel would take, had yet watched it anxiously until it tacked and stood towards him.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Then he advanced; but before they could meet, the vessel again changed her course.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"By a violent effort he rose half out of the water, waving his cap, and uttering a loud shout peculiar to sailors.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"This time he was both seen and heard, and the tartan instantly steered towards him.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"At the same time, he saw they were about to lower the boat.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"An instant after, the boat, rowed by two men, advanced rapidly towards him.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Dantès let go of the timber, which he now thought to be useless, and swam vigorously to meet them.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"But he had reckoned too much upon his strength, and then he realized how serviceable the timber had been to him.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"His arms became stiff, his legs lost their flexibility, and he was almost breathless.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,He shouted again.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"The two sailors redoubled their efforts, and one of them cried in Italian, “Courage!” The word reached his ear as a wave which he no longer had the strength to surmount passed over his head.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He rose again to the surface, struggled with the last desperate effort of a drowning man, uttered a third cry, and felt himself sinking, as if the fatal cannon shot were again tied to his feet.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"The water passed over his head, and the sky turned gray.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,A convulsive movement again brought him to the surface.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He felt himself seized by the hair, then he saw and heard nothing.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,He had fainted.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,When he opened his eyes Dantès found himself on the deck of the tartan.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,His first care was to see what course they were taking.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,They were rapidly leaving the Château d’If behind.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,Dantès was so exhausted that the exclamation of joy he uttered was mistaken for a sigh.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"As we have said, he was lying on the deck.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"A sailor was rubbing his limbs with a woollen cloth; another, whom he recognized as the one who had cried out “Courage!” held a gourd full of rum to his mouth; while the third, an old sailor, at once the pilot and captain, looked on with that egotistical pity men feel for a misfortune that they have escaped yesterday, and which may overtake them tomorrow.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"A few drops of the rum restored suspended animation, while the friction of his limbs restored their elasticity.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,“Who are you?” said the pilot in bad French.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“I am,” replied Dantès, in bad Italian, “a Maltese sailor.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,We were coming from Syracuse laden with grain.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"The storm of last night overtook us at Cape Morgiou, and we were wrecked on these rocks.” “Where do you come from?” “From these rocks that I had the good luck to cling to while our captain and the rest of the crew were all lost.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"I saw your vessel, and fearful of being left to perish on the desolate island, I swam off on a piece of wreckage to try and intercept your course.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"You have saved my life, and I thank you,” continued Dantès.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“I was lost when one of your sailors caught hold of my hair.” “It was I,” said a sailor of a frank and manly appearance; “and it was time, for you were sinking.” “Yes,” returned Dantès, holding out his hand, “I thank you again.” “I almost hesitated, though,” replied the sailor; “you looked more like a brigand than an honest man, with your beard six inches, and your hair a foot long.” Dantès recollected that his hair and beard had not been cut all the time he was at the Château d’If.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“Yes,” said he, “I made a vow, to our Lady of the Grotto not to cut my hair or beard for ten years if I were saved in a moment of danger; but today the vow expires.” “Now what are we to do with you?” said the captain.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“Alas, anything you please.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,My captain is dead; I have barely escaped; but I am a good sailor.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"Leave me at the first port you make; I shall be sure to find employment.” “Do you know the Mediterranean?” “I have sailed over it since my childhood.” “You know the best harbors?” “There are few ports that I could not enter or leave with a bandage over my eyes.” “I say, captain,” said the sailor who had cried “Courage!” to Dantès, “if what he says is true, what hinders his staying with us?” “If he says true,” said the captain doubtingly.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“But in his present condition he will promise anything, and take his chance of keeping it afterwards.” “I will do more than I promise,” said Dantès.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“We shall see,” returned the other, smiling.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,“Where are you going?” asked Dantès.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“To Leghorn.” “Then why, instead of tacking so frequently, do you not sail nearer the wind?” “Because we should run straight on to the Island of Rion.” “You shall pass it by twenty fathoms.” “Take the helm, and let us see what you know.” The young man took the helm, felt to see if the vessel answered the rudder promptly and seeing that, without being a first-rate sailor, she yet was tolerably obedient.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“To the sheets,” said he.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"The four seamen, who composed the crew, obeyed, while the pilot looked on.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,“Haul taut.” They obeyed.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“Belay.” This order was also executed; and the vessel passed, as Dantès had predicted, twenty fathoms to windward.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,“Bravo!” said the captain.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,“Bravo!” repeated the sailors.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,And they all looked with astonishment at this man whose eye now disclosed an intelligence and his body a vigor they had not thought him capable of showing.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“You see,” said Dantès, quitting the helm, “I shall be of some use to you, at least during the voyage.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"If you do not want me at Leghorn, you can leave me there, and I will pay you out of the first wages I get, for my food and the clothes you lend me.” “Ah,” said the captain, “we can agree very well, if you are reasonable.” “Give me what you give the others, and it will be all right,” returned Dantès.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“That’s not fair,” said the seaman who had saved Dantès; “for you know more than we do.” “What is that to you, Jacopo?” returned the Captain.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“Everyone is free to ask what he pleases.” “That’s true,” replied Jacopo; “I only make a remark.” “Well, you would do much better to find him a jacket and a pair of trousers, if you have them.” “No,” said Jacopo; “but I have a shirt and a pair of trousers.” “That is all I want,” interrupted Dantès.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,Jacopo dived into the hold and soon returned with what Edmond wanted.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“Now, then, do you wish for anything else?” said the patron.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“A piece of bread and another glass of the capital rum I tasted, for I have not eaten or drunk for a long time.” He had not tasted food for forty hours.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"A piece of bread was brought, and Jacopo offered him the gourd.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“Larboard your helm,” cried the captain to the steersman.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,Dantès glanced that way as he lifted the gourd to his mouth; then paused with hand in mid-air.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,“Hollo!,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,what’s the matter at the Château d’If?” said the captain.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"A small white cloud, which had attracted Dantès’ attention, crowned the summit of the bastion of the Château d’If.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,At the same moment the faint report of a gun was heard.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,The sailors looked at one another.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,“What is this?” asked the captain.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“A prisoner has escaped from the Château d’If, and they are firing the alarm gun,” replied Dantès.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"The captain glanced at him, but he had lifted the rum to his lips and was drinking it with so much composure, that suspicions, if the captain had any, died away.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,0277m “Pretty strong rum!,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“ said Dantès, wiping his brow with his sleeve.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“At any rate,” murmured he, “if it be, so much the better, for I have made a rare acquisition.” 0279m Under pretence of being fatigued, Dantès asked to take the helm; the steersman, glad to be relieved, looked at the captain, and the latter by a sign indicated that he might abandon it to his new comrade.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,Dantès could thus keep his eyes on Marseilles.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“What is the day of the month?” asked he of Jacopo, who sat down beside him.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"“The 28th of February.” “In what year?” “In what year—you ask me in what year?” “Yes,” replied the young man, “I ask you in what year!” “You have forgotten then?” “I got such a fright last night,” replied Dantès, smiling, “that I have almost lost my memory.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"I ask you what year is it?” “The year 1829,” returned Jacopo.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"It was fourteen years, day for day, since Dantès’ arrest.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,He was nineteen when he entered the Château d’If; he was thirty-three when he escaped.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"A sorrowful smile passed over his face; he asked himself what had become of Mercédès, who must believe him dead.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,Then his eyes lighted up with hatred as he thought of the three men who had caused him so long and wretched a captivity.,THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"He renewed against Danglars, Fernand, and Villefort the oath of implacable vengeance he had made in his dungeon.",THE COUNT OF MONTE CRISTO
Chapter 21. The Island of Tiboulen,"This oath was no longer a vain menace; for the fastest sailor in the Mediterranean would have been unable to overtake the little tartan, that with every stitch of canvas set was flying before the wind to Leghorn.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,Dantès had not been a day on board before he had a very clear idea of the men with whom his lot had been cast.,THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"Without having been in the school of the Abbé Faria, the worthy master of La Jeune Amélie (the name of the Genoese tartan) knew a smattering of all the tongues spoken on the shores of that large lake called the Mediterranean, from the Arabic to the Provençal, and this, while it spared him interpreters, persons always troublesome and frequently indiscreet, gave him great facilities of communication, either with the vessels he met at sea, with the small boats sailing along the coast, or with the people without name, country, or occupation, who are always seen on the quays of seaports, and who live by hidden and mysterious means which we must suppose to be a direct gift of Providence, as they have no visible means of support.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,It is fair to assume that Dantès was on board a smuggler.,THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,At first the captain had received Dantès on board with a certain degree of distrust.,THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"He was very well known to the customs officers of the coast; and as there was between these worthies and himself a perpetual battle of wits, he had at first thought that Dantès might be an emissary of these industrious guardians of rights and duties, who perhaps employed this ingenious means of learning some of the secrets of his trade.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"But the skilful manner in which Dantès had handled the lugger had entirely reassured him; and then, when he saw the light plume of smoke floating above the bastion of the Château d’If, and heard the distant report, he was instantly struck with the idea that he had on board his vessel one whose coming and going, like that of kings, was accompanied with salutes of artillery.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"This made him less uneasy, it must be owned, than if the new-comer had proved to be a customs officer; but this supposition also disappeared like the first, when he beheld the perfect tranquillity of his recruit.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"Edmond thus had the advantage of knowing what the owner was, without the owner knowing who he was; and however the old sailor and his crew tried to “pump” him, they extracted nothing more from him; he gave accurate descriptions of Naples and Malta, which he knew as well as Marseilles, and held stoutly to his first story.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"Thus the Genoese, subtle as he was, was duped by Edmond, in whose favor his mild demeanor, his nautical skill, and his admirable dissimulation, pleaded.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"Moreover, it is possible that the Genoese was one of those shrewd persons who know nothing but what they should know, and believe nothing but what they should believe.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"In this state of mutual understanding, they reached Leghorn.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"Here Edmond was to undergo another trial; he was to find out whether he could recognize himself, as he had not seen his own face for fourteen years.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"He had preserved a tolerably good remembrance of what the youth had been, and was now to find out what the man had become.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,His comrades believed that his vow was fulfilled.,THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"As he had twenty times touched at Leghorn, he remembered a barber in St. Ferdinand Street; he went there to have his beard and hair cut.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"The barber gazed in amazement at this man with the long, thick and black hair and beard, which gave his head the appearance of one of Titian’s portraits.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,At this period it was not the fashion to wear so large a beard and hair so long; now a barber would only be surprised if a man gifted with such advantages should consent voluntarily to deprive himself of them.,THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,The Leghorn barber said nothing and went to work.,THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"When the operation was concluded, and Edmond felt that his chin was completely smooth, and his hair reduced to its usual length, he asked for a looking-glass.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"He was now, as we have said, three-and-thirty years of age, and his fourteen years’ imprisonment had produced a great transformation in his appearance.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"Dantès had entered the Château d’If with the round, open, smiling face of a young and happy man, with whom the early paths of life have been smooth, and who anticipates a future corresponding with his past.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,This was now all changed.,THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"The oval face was lengthened, his smiling mouth had assumed the firm and marked lines which betoken resolution; his eyebrows were arched beneath a brow furrowed with thought; his eyes were full of melancholy, and from their depths occasionally sparkled gloomy fires of misanthropy and hatred; his complexion, so long kept from the sun, had now that pale color which produces, when the features are encircled with black hair, the aristocratic beauty of the man of the north; the profound learning he had acquired had besides diffused over his features a refined intellectual expression; and he had also acquired, being naturally of a goodly stature, that vigor which a frame possesses which has so long concentrated all its force within itself.",THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,0283m To the elegance of a nervous and slight form had succeeded the solidity of a rounded and muscular figure.,THE COUNT OF MONTE CRISTO
Chapter 22. The Smugglers,"As to his voice, prayers, sobs, and imprecations had changed it so that at times it was of a singularly penetrating sweetness, and at others rough and almost hoarse.",THE COUNT OF MONTE CRISTO
